subject_id,time_continuous,valence,arousal,gender,age,mean_optimism,mean_pessimism
term142,0.46458333333333335,2,0,2,40,2,3
term142,0.46597222222222223,-1,0,2,40,2,3
term132,0.46597222222222223,4,-3,1,30,2,3
term13,0.4666666666666666,1,1,2,20,2,3
term134,0.4666666666666666,4,-4,1,50,3,2
term123,0.4666666666666666,4,-1,2,30,4,1
term12,0.4666666666666666,3,-2,1,40,3,2
term146,0.4666666666666666,3,0,2,50,3,2
term11,0.4673611111111111,-1,1,2,40,1,4
term113,0.4673611111111111,3,-4,1,30,3,2
term135,0.4680555555555555,2,-2,2,50,2,3
term119,0.46875,0,0,1,30,2,3
term124,0.46875,3,-3,2,40,2,3
term142,0.4694444444444445,0,1,2,40,2,3
term132,0.4694444444444445,4,2,1,30,2,3
term14,0.4701388888888889,2,0,1,30,2,3
term139,0.4701388888888889,1,-1,2,40,1,3
term136,0.4701388888888889,3,0,1,50,3,3
term129,0.4701388888888889,2,1,1,40,2,3
term131,0.47152777777777777,4,1,2,30,1,4
term19,0.47152777777777777,0,-2,1,50,2,3
term140,0.47152777777777777,4,-2,2,40,2,3
term144,0.47291666666666665,2,1,2,50,3,2
term156,0.47291666666666665,2,-2,2,50,2,2
term128,0.47291666666666665,-1,2,1,30,2,3
term143,0.47430555555555554,3,3,1,40,4,2
term148,0.47430555555555554,-2,-2,1,50,2,3
term120,0.47430555555555554,-1,-2,1,50,3,2
term110,0.47430555555555554,3,1,2,60,2,3
term16,0.47430555555555554,1,0,2,30,2,2
term122,0.47500000000000003,1,-1,2,30,2,3
term142,0.47500000000000003,-2,0,2,40,2,3
term155,0.47500000000000003,1,-1,1,50,2,2
term123,0.4770833333333333,-2,0,2,30,4,1
term157,0.4770833333333333,3,3,2,30,1,4
term133,0.4777777777777778,1,2,1,40,2,4
term133,0.4784722222222222,2,2,1,40,2,4
term157,0.4791666666666667,2,4,2,30,1,4
term17,0.4798611111111111,-2,-1,2,40,2,3
term145,0.48055555555555557,2,0,1,50,3,2
term154,0.48125,-2,3,1,30,3,2
term142,0.48194444444444445,-2,0,2,40,2,3
term18,0.4826388888888889,4,-1,2,60,2,3
term118,0.4840277777777778,2,-2,1,30,2,3
term137,0.4840277777777778,2,2,2,40,3,2
term157,0.48541666666666666,-4,2,2,30,1,4
term143,0.4861111111111111,4,4,1,40,4,2
term152,0.48680555555555555,3,2,1,50,2,3
term133,0.48680555555555555,2,1,1,40,2,4
term19,0.4888888888888889,1,-1,1,50,2,3
term125,0.4895833333333333,2,-3,1,40,2,3
term116,0.4895833333333333,2,-1,2,50,2,3
term18,0.49444444444444446,4,-4,2,60,2,3
term140,0.49583333333333335,4,4,2,40,2,3
term130,0.4986111111111111,3,-2,1,30,1,4
term154,0.4993055555555555,1,0,1,30,3,2
term142,0.5,1,1,2,40,2,3
term123,0.5006944444444444,-3,2,2,30,4,1
term121,0.5020833333333333,2,4,2,40,2,3
term142,0.5090277777777777,1,-2,2,40,2,3
term126,0.5090277777777777,2,0,2,40,3,2
term19,0.5090277777777777,3,-3,1,50,2,3
term126,0.5090277777777777,-2,2,2,40,3,2
term146,0.5131944444444444,3,0,2,50,3,2
term155,0.513888888888889,0,1,1,50,2,2
term149,0.5194444444444445,2,-3,1,50,3,2
term140,0.5215277777777778,-2,-2,2,40,2,3
term15,0.5222222222222223,-3,-1,1,40,3,2
term142,0.5222222222222223,2,0,2,40,2,3
term123,0.5229166666666667,-1,-1,2,30,4,1
term157,0.525,1,-4,2,30,1,4
term114,0.525,1,1,2,30,3,3
term114,0.525,2,-1,2,30,3,3
term138,0.5256944444444445,3,1,2,40,2,4
term146,0.5263888888888889,-1,1,2,50,3,2
term148,0.5277777777777778,-2,-2,1,50,2,3
term14,0.5284722222222222,3,3,1,30,2,3
term136,0.5326388888888889,2,2,1,50,3,3
term133,0.5326388888888889,2,-3,1,40,2,4
term133,0.5326388888888889,2,-2,1,40,2,4
term146,0.5375,1,0,2,50,3,2
term17,0.5381944444444444,2,1,2,40,2,3
term129,0.5388888888888889,0,0,1,40,2,3
term125,0.5409722222222222,2,-3,1,40,2,3
term123,0.5416666666666666,0,-2,2,30,4,1
term18,0.5416666666666666,3,-1,2,60,2,3
term142,0.5430555555555555,1,0,2,40,2,3
term132,0.5430555555555555,4,-4,1,30,2,3
term132,0.5430555555555555,4,-4,1,30,2,3
term17,0.5458333333333333,3,3,2,40,2,3
term144,0.5479166666666667,2,1,2,50,3,2
term152,0.5499999999999999,2,0,1,50,2,3
term132,0.5506944444444445,4,-3,1,30,2,3
term13,0.5541666666666667,0,-1,2,20,2,3
term149,0.5548611111111111,2,-3,1,50,3,2
term142,0.5583333333333333,-2,0,2,40,2,3
term136,0.5618055555555556,0,2,1,50,3,3
term123,0.5618055555555556,1,1,2,30,4,1
term122,0.5618055555555556,2,0,2,30,2,3
term119,0.5618055555555556,-2,3,1,30,2,3
term129,0.5631944444444444,1,1,1,40,2,3
term17,0.5666666666666667,3,3,2,40,2,3
term142,0.5680555555555555,-1,0,2,40,2,3
term14,0.5701388888888889,2,2,1,30,2,3
term126,0.5722222222222222,4,0,2,40,3,2
term134,0.5743055555555555,3,-3,1,50,3,2
term142,0.576388888888889,2,0,2,40,2,3
term146,0.5770833333333333,-2,3,2,50,3,2
term116,0.5770833333333333,-3,3,2,50,2,3
term121,0.5777777777777778,2,2,2,40,2,3
term119,0.5784722222222222,-2,1,1,30,2,3
term155,0.5791666666666667,-1,1,1,50,2,2
term126,0.5805555555555556,0,2,2,40,3,2
term19,0.5805555555555556,2,3,1,50,2,3
term143,0.5819444444444445,-2,-2,1,40,4,2
term18,0.5861111111111111,4,-1,2,60,2,3
term13,0.5868055555555556,0,2,2,20,2,3
term115,0.5868055555555556,3,-2,1,50,3,2
term137,0.5888888888888889,-1,1,2,40,3,2
term125,0.5895833333333333,2,2,1,40,2,3
term118,0.5902777777777778,-1,-2,1,30,2,3
term142,0.5916666666666667,0,0,2,40,2,3
term128,0.5916666666666667,2,-1,1,30,2,3
term11,0.5916666666666667,2,-3,2,40,1,4
term134,0.5916666666666667,3,-1,1,50,3,2
term132,0.5930555555555556,2,-3,1,30,2,3
term131,0.59375,4,1,2,30,1,4
term13,0.59375,0,0,2,20,2,3
term118,0.5944444444444444,-2,-2,1,30,2,3
term116,0.5951388888888889,-3,2,2,50,2,3
term119,0.5951388888888889,-3,1,1,30,2,3
term18,0.5958333333333333,4,-1,2,60,2,3
term19,0.5965277777777778,0,-2,1,50,2,3
term151,0.5965277777777778,0,0,1,50,2,4
term157,0.5972222222222222,-4,2,2,30,1,4
term16,0.5972222222222222,2,-2,2,30,2,2
term155,0.5972222222222222,1,-2,1,50,2,2
term136,0.5986111111111111,1,3,1,50,3,3
term12,0.5993055555555555,-1,1,1,40,3,2
term120,0.6,2,2,1,50,3,2
term145,0.6006944444444444,-1,3,1,50,3,2
term17,0.6027777777777777,3,4,2,40,2,3
term137,0.6027777777777777,2,-2,2,40,3,2
term129,0.6041666666666666,-1,0,1,40,2,3
term133,0.6041666666666666,0,0,1,40,2,4
term113,0.6083333333333333,3,-3,1,30,3,2
term140,0.6083333333333333,4,1,2,40,2,3
term146,0.6097222222222222,-2,3,2,50,3,2
term114,0.611111111111111,3,-3,2,30,3,3
term126,0.611111111111111,2,-1,2,40,3,2
term121,0.611111111111111,1,1,2,40,2,3
term148,0.611111111111111,2,-1,1,50,2,3
term116,0.611111111111111,0,0,2,50,2,3
term119,0.6145833333333334,-2,1,1,30,2,3
term127,0.6180555555555556,1,0,2,30,2,3
term19,0.6194444444444445,0,2,1,50,2,3
term122,0.6201388888888889,-2,2,2,30,2,3
term142,0.6215277777777778,-1,-1,2,40,2,3
term138,0.6229166666666667,2,2,2,40,2,4
term142,0.6229166666666667,-2,0,2,40,2,3
term157,0.6229166666666667,1,-2,2,30,1,4
term141,0.6236111111111111,3,2,1,40,3,3
term124,0.625,3,-2,2,40,2,3
term143,0.6263888888888889,-3,-2,1,40,4,2
term116,0.6270833333333333,-2,-2,2,50,2,3
term142,0.6277777777777778,-2,-1,2,40,2,3
term152,0.6305555555555555,2,4,1,50,2,3
term122,0.63125,2,1,2,30,2,3
term135,0.6319444444444444,2,1,2,50,2,3
term123,0.6333333333333333,-3,2,2,30,4,1
term110,0.6361111111111112,3,-4,2,60,2,3
term144,0.6361111111111112,2,3,2,50,3,2
term118,0.6381944444444444,-2,-3,1,30,2,3
term143,0.6409722222222222,-3,3,1,40,4,2
term15,0.6416666666666667,3,-2,1,40,3,2
term17,0.642361111111111,1,0,2,40,2,3
term149,0.6451388888888888,3,2,1,50,3,2
term142,0.6472222222222223,-2,0,2,40,2,3
term123,0.6486111111111111,0,-2,2,30,4,1
term120,0.6493055555555556,1,1,1,50,3,2
term142,0.6506944444444445,-2,0,2,40,2,3
term146,0.6513888888888889,3,-2,2,50,3,2
term126,0.6513888888888889,4,-2,2,40,3,2
term154,0.6520833333333333,-1,4,1,30,3,2
term129,0.6534722222222222,4,-1,1,40,2,3
term126,0.6541666666666667,4,-3,2,40,3,2
term143,0.6541666666666667,4,4,1,40,4,2
term13,0.6541666666666667,-1,1,2,20,2,3
term155,0.6555555555555556,1,1,1,50,2,2
term118,0.6569444444444444,-2,2,1,30,2,3
term136,0.6576388888888889,3,2,1,50,3,3
term111,0.6631944444444444,2,2,2,40,3,2
term155,0.6652777777777777,3,2,1,50,2,2
term123,0.6659722222222222,2,-2,2,30,4,1
term142,0.6666666666666666,2,-1,2,40,2,3
term129,0.6673611111111111,-1,0,1,40,2,3
term13,0.6708333333333334,0,-1,2,20,2,3
term116,0.6715277777777778,0,0,2,50,2,3
term19,0.6715277777777778,2,3,1,50,2,3
term157,0.6736111111111112,-2,-1,2,30,1,4
term125,0.6743055555555556,4,-2,1,40,2,3
term14,0.6743055555555556,-3,2,1,30,2,3
term154,0.6743055555555556,-3,3,1,30,3,2
term137,0.6756944444444444,1,-1,2,40,3,2
term121,0.6756944444444444,1,-4,2,40,2,3
term140,0.6763888888888889,-2,2,2,40,2,3
term142,0.6798611111111111,2,1,2,40,2,3
term132,0.6819444444444445,-3,3,1,30,2,3
term13,0.6819444444444445,0,-2,2,20,2,3
term146,0.6826388888888889,-3,3,2,50,3,2
term142,0.6847222222222222,2,-1,2,40,2,3
term129,0.6854166666666667,1,-1,1,40,2,3
term149,0.6895833333333333,3,0,1,50,3,2
term136,0.6902777777777778,4,3,1,50,3,3
term19,0.6930555555555555,3,3,1,50,2,3
term155,0.6930555555555555,-1,2,1,50,2,2
term144,0.6944444444444445,1,-1,2,50,3,2
term157,0.6958333333333333,2,2,2,30,1,4
term130,0.6972222222222223,-1,3,1,30,1,4
term142,0.6972222222222223,1,-1,2,40,2,3
term132,0.6972222222222223,-2,2,1,30,2,3
term132,0.6986111111111111,-4,4,1,30,2,3
term126,0.7000000000000001,3,-2,2,40,3,2
term140,0.7006944444444444,2,-2,2,40,2,3
term123,0.7006944444444444,1,-3,2,30,4,1
term148,0.7013888888888888,3,3,1,50,2,3
term119,0.7041666666666666,4,-4,1,30,2,3
term17,0.7048611111111112,2,-3,2,40,2,3
term157,0.7062499999999999,-4,-1,2,30,1,4
term151,0.7076388888888889,-2,1,1,50,2,4
term123,0.7083333333333334,1,1,2,30,4,1
term115,0.7083333333333334,3,-3,1,50,3,2
term142,0.7111111111111111,-2,0,2,40,2,3
term133,0.7118055555555555,1,-2,1,40,2,4
term125,0.7138888888888889,2,4,1,40,2,3
term146,0.7166666666666667,4,-1,2,50,3,2
term134,0.7166666666666667,2,2,1,50,3,2
term135,0.717361111111111,2,1,2,50,2,3
term130,0.717361111111111,3,-2,1,30,1,4
term110,0.717361111111111,4,-3,2,60,2,3
term137,0.717361111111111,2,0,2,40,3,2
term145,0.7180555555555556,3,-2,1,50,3,2
term14,0.7180555555555556,-2,-2,1,30,2,3
term16,0.7180555555555556,-4,4,2,30,2,2
term119,0.7180555555555556,2,-2,1,30,2,3
term157,0.7180555555555556,-3,3,2,30,1,4
term124,0.71875,2,-2,2,40,2,3
term132,0.71875,-2,3,1,30,2,3
term144,0.71875,0,-2,2,50,3,2
term11,0.720138888888889,-2,2,2,40,1,4
term121,0.7222222222222222,3,-4,2,40,2,3
term18,0.7222222222222222,3,3,2,60,2,3
term129,0.7229166666666668,1,1,1,40,2,3
term123,0.7229166666666668,1,2,2,30,4,1
term120,0.7236111111111111,-1,-1,1,50,3,2
term111,0.7236111111111111,2,0,2,40,3,2
term133,0.725,0,-3,1,40,2,4
term142,0.7256944444444445,-3,2,2,40,2,3
term113,0.7256944444444445,0,1,1,30,3,2
term136,0.7270833333333333,0,3,1,50,3,3
term142,0.7270833333333333,-1,0,2,40,2,3
term148,0.7270833333333333,-2,2,1,50,2,3
term131,0.7270833333333333,3,3,2,30,1,4
term17,0.7277777777777777,0,0,2,40,2,3
term142,0.7305555555555556,-2,0,2,40,2,3
term123,0.7326388888888888,2,2,2,30,4,1
term116,0.7326388888888888,2,-2,2,50,2,3
term15,0.7354166666666666,-2,2,1,40,3,2
term138,0.7354166666666666,3,2,2,40,2,4
term154,0.7368055555555556,3,-4,1,30,3,2
term142,0.7388888888888889,-2,0,2,40,2,3
term140,0.7395833333333334,4,1,2,40,2,3
term152,0.7402777777777777,0,-3,1,50,2,3
term155,0.7416666666666667,2,2,1,50,2,2
term142,0.7416666666666667,-2,2,2,40,2,3
term142,0.74375,-2,1,2,40,2,3
term119,0.7444444444444445,3,-4,1,30,2,3
term129,0.7458333333333332,3,-1,1,40,2,3
term136,0.7479166666666667,1,3,1,50,3,3
term146,0.75,3,-1,2,50,3,2
term125,0.7506944444444444,2,-2,1,40,2,3
term13,0.7520833333333333,0,3,2,20,2,3
term157,0.7548611111111111,2,-4,2,30,1,4
term149,0.7548611111111111,4,-4,1,50,3,2
term18,0.7569444444444445,3,-1,2,60,2,3
term142,0.7631944444444444,3,2,2,40,2,3
term125,0.7652777777777778,3,-4,1,40,2,3
term17,0.7652777777777778,1,1,2,40,2,3
term141,0.7659722222222222,-1,-4,1,40,3,3
term142,0.7666666666666666,2,2,2,40,2,3
term151,0.7715277777777777,-3,1,1,50,2,4
term154,0.7729166666666667,2,-2,1,30,3,2
term12,0.775,-2,-2,1,40,3,2
term118,0.775,3,-3,1,30,2,3
term155,0.775,1,-3,1,50,2,2
term133,0.7770833333333332,1,-1,1,40,2,4
term133,0.7770833333333332,2,-2,1,40,2,4
term134,0.7777777777777778,4,-1,1,50,3,2
term143,0.7777777777777778,-3,2,1,40,4,2
term127,0.779861111111111,0,2,2,30,2,3
term130,0.78125,3,4,1,30,1,4
term13,0.782638888888889,0,0,2,20,2,3
term136,0.7840277777777778,1,3,1,50,3,3
term116,0.7861111111111111,1,1,2,50,2,3
term142,0.7868055555555555,2,2,2,40,2,3
term151,0.7916666666666666,-3,1,1,50,2,4
term157,0.7944444444444444,0,1,2,30,1,4
term123,0.7944444444444444,-1,2,2,30,4,1
term125,0.7951388888888888,4,-3,1,40,2,3
term120,0.7958333333333334,-1,-2,1,50,3,2
term142,0.7965277777777778,2,2,2,40,2,3
term128,0.7965277777777778,2,2,1,30,2,3
term119,0.7999999999999999,2,-3,1,30,2,3
term121,0.8027777777777777,3,-3,2,40,2,3
term141,0.8048611111111111,2,4,1,40,3,3
term154,0.80625,3,-3,1,30,3,2
term114,0.80625,2,-1,2,30,3,3
term130,0.80625,2,-2,1,30,1,4
term144,0.8097222222222222,-1,0,2,50,3,2
term155,0.8104166666666667,1,-4,1,50,2,2
term116,0.811111111111111,2,2,2,50,2,3
term123,0.8125,4,-3,2,30,4,1
term136,0.8125,4,-2,1,50,3,3
term130,0.8131944444444444,3,-1,1,30,1,4
term126,0.8159722222222222,3,-2,2,40,3,2
term148,0.8173611111111111,2,-1,1,50,2,3
term143,0.8173611111111111,3,-3,1,40,4,2
term134,0.8208333333333333,0,0,1,50,3,2
term146,0.8208333333333333,4,1,2,50,3,2
term114,0.8215277777777777,2,1,2,30,3,3
term134,0.8215277777777777,0,0,1,50,3,2
term135,0.8215277777777777,-1,1,2,50,2,3
term115,0.8215277777777777,3,-3,1,50,3,2
term18,0.8215277777777777,3,2,2,60,2,3
term132,0.8222222222222223,2,-2,1,30,2,3
term119,0.8229166666666666,0,0,1,30,2,3
term157,0.8236111111111111,-1,-4,2,30,1,4
term110,0.8236111111111111,3,1,2,60,2,3
term120,0.8236111111111111,-2,-2,1,50,3,2
term130,0.8243055555555556,3,-1,1,30,1,4
term151,0.8250000000000001,3,-2,1,50,2,4
term123,0.8250000000000001,2,-4,2,30,4,1
term142,0.8250000000000001,2,1,2,40,2,3
term118,0.8256944444444444,3,2,1,30,2,3
term11,0.8256944444444444,3,-3,2,40,1,4
term124,0.8277777777777778,-1,1,2,40,2,3
term155,0.8277777777777778,2,0,1,50,2,2
term122,0.8291666666666666,3,3,2,30,2,3
term16,0.8291666666666666,1,2,2,30,2,2
term127,0.8291666666666666,-1,-1,2,30,2,3
term140,0.8305555555555556,2,2,2,40,2,3
term125,0.8305555555555556,4,-4,1,40,2,3
term137,0.8312499999999999,2,-2,2,40,3,2
term12,0.8312499999999999,1,-2,1,40,3,2
term121,0.8319444444444444,2,-4,2,40,2,3
term113,0.8319444444444444,2,-4,1,30,3,2
term145,0.8326388888888889,2,0,1,50,3,2
term142,0.8333333333333334,2,1,2,40,2,3
term123,0.8333333333333334,3,-4,2,30,4,1
term131,0.8340277777777777,1,-1,2,30,1,4
term126,0.8368055555555555,1,-4,2,40,3,2
term133,0.8368055555555555,0,-2,1,40,2,4
term19,0.8368055555555555,3,3,1,50,2,3
term111,0.8375,3,-3,2,40,3,2
term17,0.8395833333333332,1,0,2,40,2,3
term149,0.8402777777777778,2,-3,1,50,3,2
term116,0.84375,3,-3,2,50,2,3
term142,0.845138888888889,2,2,2,40,2,3
term136,0.8465277777777778,0,2,1,50,3,3
term110,0.8597222222222222,4,-3,2,60,2,3
term129,0.8638888888888889,0,0,1,40,2,3
term15,0.8673611111111111,1,-1,1,40,3,2
term152,0.8715277777777778,2,-1,1,50,2,3
term132,0.876388888888889,0,0,1,30,2,3
term13,0.8826388888888889,2,1,2,20,2,3
term128,0.8881944444444444,3,-2,1,30,2,3
term144,0.8986111111111111,2,1,2,50,3,2
term138,0.9368055555555556,-1,-1,2,40,2,4
term154,0.9562499999999999,4,-4,1,30,3,2
term135,0.9909722222222223,2,1,2,50,2,3
term14,0.06944444444444443,2,-3,1,30,2,3
term151,0.23958333333333334,-2,-1,1,50,2,4
term154,0.26180555555555557,-2,-3,1,30,3,2
term149,0.26805555555555555,1,1,1,50,3,2
term141,0.28611111111111115,-2,-2,1,40,3,3
term139,0.3145833333333333,0,-2,2,40,1,3
term136,0.32222222222222224,-2,4,1,50,3,3
term135,0.3229166666666667,-3,1,2,50,2,3
term136,0.3354166666666667,-2,0,1,50,3,3
term129,0.3368055555555556,-2,-2,1,40,2,3
term19,0.34027777777777773,1,1,1,50,2,3
term141,0.3458333333333334,-2,2,1,40,3,3
term154,0.34791666666666665,-3,1,1,30,3,2
term129,0.34791666666666665,-2,-1,1,40,2,3
term121,0.34861111111111115,2,0,2,40,2,3
term120,0.35555555555555557,0,2,1,50,3,2
term136,0.3576388888888889,-3,3,1,50,3,3
term139,0.3590277777777778,3,2,2,40,1,3
term149,0.3597222222222222,2,0,1,50,3,2
term127,0.3645833333333333,0,1,2,30,2,3
term133,0.36944444444444446,0,0,1,40,2,4
term130,0.37152777777777773,-2,-1,1,30,1,4
term128,0.3729166666666666,2,-1,1,30,2,3
term126,0.3729166666666666,3,-1,2,40,3,2
term123,0.375,-4,0,2,30,4,1
term146,0.375,-3,3,2,50,3,2
term118,0.375,-2,3,1,30,2,3
term142,0.375,-3,-2,2,40,2,3
term144,0.3756944444444445,0,1,2,50,3,2
term17,0.3756944444444445,-3,3,2,40,2,3
term11,0.3756944444444445,-2,-3,2,40,1,4
term12,0.3756944444444445,-1,1,1,40,3,2
term134,0.3763888888888889,-3,2,1,50,3,2
term128,0.3763888888888889,2,-2,1,30,2,3
term16,0.3763888888888889,1,0,2,30,2,2
term124,0.3770833333333334,-2,1,2,40,2,3
term121,0.3770833333333334,2,3,2,40,2,3
term140,0.3770833333333334,3,-1,2,40,2,3
term14,0.37777777777777777,-2,0,1,30,2,3
term155,0.37777777777777777,-1,-2,1,50,2,2
term15,0.37777777777777777,1,-3,1,40,3,2
term144,0.37847222222222227,0,2,2,50,3,2
term151,0.37916666666666665,0,2,1,50,2,4
term122,0.37986111111111115,-1,2,2,30,2,3
term16,0.37986111111111115,4,1,2,30,2,2
term18,0.37986111111111115,-1,4,2,60,2,3
term115,0.37986111111111115,3,-1,1,50,3,2
